2017/10/05 00:46:01,474857
2017/10/05 00:47:02,474501
2017/10/05 00:48:02,474339
2017/10/05 00:49:03,474400
2017/10/05 00:50:03,474354
2017/10/05 00:51:04,474642
2017/10/05 00:52:04,474374
2017/10/05 00:53:05,474474
2017/10/05 00:54:06,474890
2017/10/11 01:27:52,536027
2017/10/11 01:28:53,536370
2017/10/11 01:29:54,536898
2017/10/11 01:30:55,537200
2017/10/11 01:31:56,537307
2017/10/11 01:32:57,537590
2017/10/11 01:33:58,538101
2017/10/11 01:34:58,538247
2017/10/11 01:35:59,538021
2017/10/11 01:37:00,538000
2017/10/11 01:38:01,537800
2017/10/11 01:39:01,537694
2017/10/11 01:40:03,538000
2017/10/11 01:41:03,537893
2017/10/11 01:42:04,538000
2017/10/11 01:43:05,538990
2017/10/11 01:44:06,539200
2017/10/11 01:45:07,539097
2017/10/11 01:46:08,538905
2017/10/11 01:47:09,538909
2017/10/11 01:48:11,539250
2017/10/11 01:49:12,539203
2017/10/11 01:50:13,539777
2017/10/11 01:51:14,540132
2017/10/11 01:52:15,540000
2017/10/11 01:53:16,540043
2017/10/11 01:54:18,539938
2017/10/11 01:55:18,539612
2017/10/11 01:56:19,539999
2017/10/11 01:57:20,540799
2017/10/11 01:58:21,541230
2017/10/11 01:59:22,541270
2017/10/11 02:00:23,541797
2017/10/11 02:01:24,543300
2017/10/11 02:02:25,543432






































